,sents,labels
0,huit cent soixante douze; trois cent quarante huit,0
21637,six cent quatre vingt cinq; huit cent quarante sept,1
21638,sept cent soixante neuf; deux cent quatorze,0
21639,six cent douze; quatre cent quatre vingt huit,0
21640,cent soixante trois; quatre cent quarante neuf,1
21641,deux cent trente trois; quatre cent soixante cinq,1
21642,sept cent soixante; quatre cent cinquante cinq,0
21643,trois cent trente six; neuf cent cinquante deux,1
21644,quatre cent vingt sept; sept cent huit,1
21645,deux cent quarante sept; quatre vingt dix sept,0
21646,huit cent quatre vingt dix; quatre cent quatorze,0
21647,six cent six; huit cent quatre vingt douze,1
21648,trois cent soixante dix neuf; trois cent quarante,0
21649,huit cent quarante et un; six cent soixante six,0
21650,huit cent soixante quatre; sept cent trente deux,0
21651,trois cent quarante; cinq cent trente et un,1
21652,trois cent quarante huit; huit cent quatre vingt trois,1
21653,neuf cent cinquante trois; six cent six,0
21654,cinq cent soixante et onze; cinq cent quarante deux,0
21655,trois cent trente deux; neuf cent treize,1
21656,trois cent soixante dix neuf; deux cent quatre vingt seize,0
21657,huit cent huit; deux cent soixante deux,0
21658,cent; sept cent dix,1
21659,cent quarante deux; huit cent trente sept,1
21660,cinq cent treize; quatre cent quatre vingt neuf,0
21661,trois cent quatre vingt dix; neuf cent vingt neuf,1
21662,neuf cent trente trois; quatre cent vingt cinq,0
21663,cent soixante sept; sept cent soixante sept,1
21664,sept cent soixante neuf; huit,0
21665,huit cent trente six; huit cent cinquante sept,1
21666,cinq cent quarante; cinq cent quatre vingt neuf,1
21667,trois cent quarante six; six cent quatre vingt sept,1
21668,deux cent six; huit cent cinquante cinq,1
21669,quatre cent quatre vingt quatorze; quatre cent trente huit,0
21670,quatre vingt dix; neuf cent soixante,1
21671,deux cent trente six; quatre vingt cinq,0
21672,six cent quarante neuf; sept cent quatre vingt quatorze,1
21673,huit cent vingt huit; six cent soixante sept,0
21674,quatre cent trente neuf; quatre vingt treize,0
21675,cinq cent quarante trois; cent treize,0
21676,vingt neuf; neuf cent cinquante huit,1
21677,huit cent seize; neuf cent quarante et un,1
21678,deux cent quatre vingt dix huit; cinq cent quarante deux,1
21679,trois cent quatre vingt douze; deux cent quatre vingt onze,0
21680,six cent vingt et un; huit cent huit,1
21681,huit cent vingt neuf; cent cinquante,0
21682,cinq cent huit; neuf cent quatre vingt trois,1
21683,cent onze; deux cent trente,1
21684,six cents; deux cent cinquante,0
21685,deux cent cinquante trois; quarante sept,0
21686,soixante treize; quatre vingt deux,1
21687,sept cent cinquante et un; sept cent seize,0
21688,huit cent soixante dix sept; cent quarante sept,0
21689,quatre cent quinze; quatre cent soixante quinze,1
21690,cent dix huit; six cent quatre vingt seize,1
21691,huit cent soixante quatorze; sept cent quatre vingt onze,0
21692,huit cent douze; sept cent vingt neuf,0
21693,trois cent vingt cinq; cent vingt deux,0
21694,quatre vingt dix; cent cinq,1
21695,quatre cent quatre vingt douze; six cent cinquante trois,1
21696,soixante huit; sept cent dix huit,1
21697,cinq cent dix neuf; trente deux,0
21698,cinq cent soixante et un; quarante huit,0
21699,sept cent soixante huit; cent huit,0
21700,six cent quarante; trois cent cinquante six,0
21701,huit cent quatre vingt douze; deux cent vingt quatre,0
21702,six cent quarante cinq; huit cent cinquante cinq,1
21703,cent trente; six cent treize,1
21704,cent trente et un; cent trois,0
21705,neuf cent soixante et un; sept cent soixante huit,0
21706,deux cent dix neuf; cent vingt deux,0
21707,cent cinquante et un; six cent un,1
21708,six cent quatre vingt seize; sept cent deux,1
21709,cent soixante dix neuf; quatre cents,1
21710,cinq cent soixante dix neuf; six cent quatre vingt treize,1
21711,sept cent soixante six; six cent huit,0
21712,deux cent cinquante neuf; neuf cent quatorze,1
21713,huit cent vingt neuf; quatre vingt dix neuf,0
21714,quatre cent quatre vingt quatorze; deux cent trente et un,0
21715,six cent cinquante trois; quatre cent seize,0
21716,cent quarante neuf; trois cent trente cinq,1
21717,neuf cent quatre vingt sept; deux cent quatre vingt seize,0
21718,sept cent vingt cinq; huit cent trente trois,1
21719,neuf cent soixante trois; huit cent dix huit,0
21720,six cent deux; quatre cent quatre vingt quatorze,0
21721,cinq cent vingt neuf; cent quarante sept,0
21722,deux cent soixante dix; six cent quarante,1
21723,quatre cent dix neuf; vingt cinq,0
21724,six cent soixante treize; quatre cent quatre,0
21725,seize; huit cent quatre vingt huit,1
21726,neuf cent soixante quatorze; sept cent trente neuf,0
21727,huit cent quatre vingt treize; deux cent vingt deux,0
21728,trois cent trente; huit cent quarante six,1
21729,huit cent vingt; quatre cent onze,0
21730,neuf cent quarante et un; cent quatre vingt douze,0
21731,deux cent quinze; trois cent vingt huit,1
21732,sept cent trente et un; six cent quatre vingt cinq,0
21733,quatre cent vingt huit; trois cent soixante cinq,0
21734,cinq cent quatre vingt quatorze; cinq cent quarante quatre,0
21735,sept cent quarante neuf; neuf cent quatre vingt sept,1
21736,quatre cent cinquante et un; neuf cent quatre vingt dix sept,1
21737,huit cent quarante; cent trente cinq,0
21738,huit cent quatre vingt quatre; treize,0
21739,trois cent soixante; trente neuf,0
21740,huit cents; cent vingt cinq,0
21741,deux cent vingt et un; quatre cent quatre vingt sept,1
21742,trente; six cent quatre vingt quinze,1
21743,trois cent un; neuf cent quarante six,1
21744,sept cent cinquante neuf; deux cent vingt neuf,0
21745,mille; cent quatre vingt sept,0
21746,deux cent huit; six cent vingt,1
21747,cent quarante trois; quatre cent quatre vingts,1
21748,cent soixante douze; dix huit,0
21749,quatre cent cinquante huit; huit cent soixante dix neuf,1
21750,cinq cent quatorze; cent douze,0
21751,cinq cent onze; quatre cent vingt huit,0
21752,six cent quatre vingt quatre; cent quatre vingt sept,0
21753,deux cent un; six cent quarante deux,1
21754,quatre cent quatre vingt un; quatre vingt cinq,0
21755,six; deux cent sept,1
21756,deux cent quatre vingt dix huit; six cent vingt deux,1
21757,cinq cent quatre vingt deux; cent quarante trois,0
21758,six cent dix neuf; cinq cent sept,0
21759,trois cent quarante six; cinq cent un,1
21760,cinq cent soixante sept; neuf cent quarante,1
21761,douze; neuf cent vingt neuf,1
21762,cent trente quatre; cent quatre vingt seize,1
21763,neuf cent trente trois; cent quatre vingt six,0
21764,sept cent trente quatre; six cent quarante,0
21765,sept; soixante dix neuf,1
21766,neuf cent soixante sept; trois cent quatre vingt deux,0
21767,six cent quatre vingt huit; deux cent soixante treize,0
21768,quatre cent soixante quatre; trois cent quatre vingt dix neuf,0
21769,sept cent trente huit; quatre cent trente et un,0
21770,huit cent quatre vingt seize; huit cent soixante seize,0
21771,trois cent vingt sept; cinquante et un,0
21772,cinq cent cinq; huit cent quatre vingt douze,1
21773,cinq cent quatre vingt treize; six cent cinquante deux,1
21774,soixante quatorze; sept cent quatre vingt dix,1
21775,cent soixante sept; deux cent un,1
21776,trois cent soixante et un; sept cent quarante six,1
21777,six cent cinq; sept cent quarante huit,1
21778,neuf cent quarante neuf; six cent dix huit,0
21779,sept cent onze; sept cent quatre vingt un,1
21780,soixante dix; neuf cent deux,1
21781,cent soixante neuf; six cent quarante deux,1
21782,six cent un; cinq cent cinquante cinq,0
21783,neuf cent vingt sept; neuf cent quatre vingt quatorze,1
21784,soixante dix sept; cinq cent quatre,1
21785,six cent quatre vingt sept; sept cent quatre vingt onze,1
21786,neuf cent treize; trois cent quatre vingt dix huit,0
21787,huit cent quatre vingt quatorze; trois cent cinquante deux,0
21788,sept cent deux; deux cent trente et un,0
21789,cinq cent vingt quatre; cinq cent un,0
21790,trois cent soixante seize; deux cent seize,0
21791,trois cent soixante et un; neuf cent quatre vingt trois,1
21792,sept cent trente six; sept cent vingt six,0
21793,cinq cent soixante seize; quatre cent quarante deux,0
21794,quatre vingt cinq; cent quarante,1
21795,quatre cent quarante quatre; six cent quarante neuf,1
21796,cent huit; neuf cent soixante deux,1
21797,deux cent cinquante huit; quatre cent trente neuf,1
21798,cinq cent quatre vingt quinze; cinquante,0
21799,trois cent quarante neuf; quatre cent quatre vingts,1
21800,quatre cent vingt trois; sept cent quatre vingt trois,1
21801,cent quatre; quatre cent trente six,1
21802,cent vingt cinq; quatre cent trente deux,1
21803,deux cent cinquante trois; deux cent dix sept,0
21804,quatre cent quatre vingt neuf; deux cent cinquante cinq,0
21805,trente deux; sept cent un,1
21806,six cent trente; six cent quarante deux,1
21807,cent soixante seize; six cent six,1
21808,quatre cent quarante deux; trois cent cinquante quatre,0
21809,cinq cent trente neuf; trois cent quatre vingt quatre,0
21810,cinq cent six; six cent quarante cinq,1
21811,six cent trente et un; huit cent dix,1
21812,six cent soixante quatorze; trois cent soixante douze,0
21813,sept cent trente sept; huit cent quarante et un,1
21814,deux cent soixante quatre; quatre cent vingt sept,1
21815,neuf cent soixante dix sept; huit cent trente six,0
21816,quatre vingt trois; cent vingt,1
21817,huit cent trente sept; cinq cent soixante quinze,0
21818,cinq cent soixante huit; neuf cent vingt sept,1
21819,neuf cent soixante dix; huit cent dix huit,0
21820,huit cent onze; huit cent trente et un,1
21821,huit cent soixante huit; six cent quatre vingt neuf,0
21822,neuf cent dix sept; neuf cent quatre vingts,1
21823,quarante trois; quatre cent quatre vingt treize,1
21824,deux cent soixante deux; neuf cent cinquante sept,1
21825,neuf cent huit; sept cent cinquante et un,0
21826,neuf cent vingt six; huit cent quatre vingt dix sept,0
21827,deux cent quarante deux; quatre cent vingt sept,1
21828,quatre cent soixante sept; soixante sept,0
21829,trois cent trente deux; six cent quatre vingt onze,1
21830,huit cent trente quatre; trois cent soixante quatre,0
21831,sept cent quatre vingt treize; cent soixante huit,0
21832,sept cent seize; cinq cent cinquante cinq,0
21833,quatre cent trente et un; six cent quarante trois,1
21834,neuf cent quatre vingt treize; six cent seize,0
21835,huit cent trente et un; cent quarante,0
21836,trois cent dix; deux cent quarante et un,0
21837,huit cent quatre vingt dix huit; huit cent quarante et un,0
21838,trois cent soixante et onze; huit cent soixante seize,1
21839,deux cent cinquante deux; six cent cinq,1
21840,six cent trente; quatre cent trente neuf,0
21841,neuf cent quarante et un; neuf cent quatre vingt dix neuf,1
21842,quatre cent vingt six; sept cent vingt six,1
21843,huit cent dix; cent douze,0
21844,quatre cent quatre vingt trois; quatre cent cinquante trois,0
21845,soixante douze; trois cent trente six,1
21846,cinq cent vingt; neuf cent quarante huit,1
21847,cent soixante six; trois cent soixante quatorze,1
21848,huit cent soixante quatorze; sept cent quatre vingt un,0
21849,cent soixante et un; huit cent quarante neuf,1
21850,six cent dix huit; quatre vingt six,0
21851,cinquante neuf; huit cent quatre vingt huit,1
21852,trois cent soixante huit; six cent soixante neuf,1
21853,neuf cent vingt deux; six cent soixante quinze,0
21854,soixante trois; six cent deux,1
21855,six cent soixante six; cinq cent quarante deux,0
21856,cinq cent quatre vingt dix sept; trente trois,0
21857,soixante et onze; neuf cent quatre vingt dix huit,1
21858,huit cent soixante dix neuf; deux cent quatre vingts,0
21859,quarante trois; deux cent soixante huit,1
21860,deux cent cinq; cinq cent quatre vingt huit,1
21861,six cent quatre vingt six; deux cent vingt huit,0
21862,sept cent soixante cinq; sept cent trente neuf,0
21863,huit cent treize; six cent soixante deux,0
21864,cinq cent quarante sept; quatre cent quarante sept,0
21865,cinq cent soixante cinq; neuf cent soixante,1
21866,six cent quarante et un; deux cent trente neuf,0
21867,cinq cent vingt deux; quatre cent vingt et un,0
21868,trois cent vingt deux; sept cent trente et un,1
21869,deux cent vingt cinq; huit cent soixante dix sept,1
21870,quarante; huit cent quarante cinq,1
21871,quatre cent trente quatre; deux cent vingt cinq,0
21872,quatre cent soixante douze; six cent trente quatre,1
21873,soixante trois; trente et un,0
21874,neuf cent soixante quinze; huit cent soixante dix,0
21875,deux cent quatre vingt deux; cent cinquante quatre,0
21876,deux cent vingt trois; six cent cinquante et un,1
21877,quatre cent cinquante trois; sept cent quatre vingt sept,1
21878,sept cent vingt huit; huit cent soixante dix,1
21879,six cent soixante trois; soixante quinze,0
21880,cinq cent cinquante trois; six cent quatre vingt douze,1
21881,huit cent quatre vingt onze; six cent quatre,0
21882,cent cinquante; quatre cent cinquante cinq,1
21883,cent soixante cinq; neuf cent quatre vingt dix sept,1
21884,quatre cent trente cinq; quatre vingt trois,0
21885,cinq cent soixante neuf; neuf cent soixante neuf,1
21886,deux cent dix huit; quatre cent soixante quinze,1
21887,cinq cent vingt et un; neuf cent quatre vingt dix,1
21888,huit cent soixante et un; cinq cent treize,0
21889,six cent trente et un; quatre cent cinquante neuf,0
21890,cent trente huit; trois cent quarante quatre,1
21891,deux cent vingt deux; deux cent trente huit,1
21892,cinq cent deux; cinq cent quarante huit,1
21893,quatre cent sept; cinquante trois,0
21894,sept cent quatorze; cinq cent seize,0
21895,deux cent dix neuf; neuf cent soixante trois,1
21896,trois cent quatre vingt douze; cinq cent soixante dix neuf,1
21897,huit cent trente; sept cent dix,0
21898,huit cent cinquante; huit cent seize,0
21899,sept cent quatre vingt seize; cent,0
21900,trente cinq; six cent dix huit,1
21901,cinq cent quatre vingt cinq; cent quarante quatre,0
21902,six cent cinquante trois; quatre cent cinquante et un,0
21903,cent soixante douze; deux cent dix,1
21904,cent trente cinq; neuf cent quatre vingt dix,1
21905,neuf cent soixante six; cent quatre vingt dix huit,0
21906,trente; cinq cent trente trois,1
21907,deux cent vingt sept; cinq cent quatre vingt quinze,1
21908,quatre vingt cinq; cinq cent soixante neuf,1
21909,cinq cent douze; six cent vingt et un,1
21910,cinq cent quatre vingt sept; cinq cent quarante six,0
21911,neuf cent treize; huit cent vingt,0
21912,cinq cent quatre vingt seize; sept cent quatre vingt seize,1
21913,six cent trente deux; cent trente trois,0
21914,cinq cent quarante; deux cent cinquante quatre,0
21915,cent quatre vingt dix; cinq cent soixante six,1
21916,quatre cent vingt et un; quarante quatre,0
21917,six cent quarante six; cent quarante et un,0
21918,sept cent dix sept; deux cent cinquante huit,0
21919,trois cent quatre; trois cent trente six,1
21920,trente huit; neuf cent soixante neuf,1
21921,deux cent soixante et un; deux cent quarante deux,0
21922,neuf cent quarante neuf; quatre vingt dix,0
21923,six cent soixante; cinq cent quatre vingt dix neuf,0
21924,quatre cent quarante neuf; trois cent vingt deux,0
21925,cinq cent cinquante six; trois cent cinquante huit,0
21926,cinq cent quatre vingt neuf; huit cent soixante quatre,1
21927,deux cent cinquante huit; cent quatre vingt quinze,0
21928,cinquante et un; six cent vingt sept,1
21929,trois cent quatre vingt dix neuf; neuf cent cinquante,1
21930,deux cent trente deux; sept cent trente trois,1
21931,cent trente et un; huit cent soixante et onze,1
21932,sept cent soixante douze; cinq cent quinze,0
